Date,Open,High,Low,Close,Adj Close,Volume
1981-11-11,0.084263,0.084821,0.084263,0.084263,0.065469,27440000
1981-11-12,0.087054,0.087612,0.087054,0.087054,0.067638,39916800
1981-11-13,0.081473,0.081473,0.080915,0.080915,0.062868,21011200
1981-11-16,0.080357,0.080357,0.079799,0.079799,0.062001,22556800
1981-11-17,0.081473,0.082031,0.081473,0.081473,0.063301,35414400
1981-11-18,0.084263,0.084821,0.084263,0.084263,0.065469,29142400
1981-11-19,0.084263,0.084821,0.084263,0.084263,0.065469,40006400
1981-11-20,0.084821,0.085379,0.084821,0.084821,0.065903,38102400
1981-11-23,0.082031,0.082031,0.080915,0.080915,0.062868,22960000
1981-11-24,0.080915,0.080915,0.080357,0.080357,0.062434,22153600
1981-11-25,0.082031,0.082589,0.082031,0.082031,0.063735,52550400
1981-11-27,0.084263,0.084821,0.084263,0.084263,0.065469,37251200
1981-11-30,0.083705,0.083705,0.083147,0.083147,0.064602,23968000
1981-12-01,0.083147,0.083705,0.083147,0.083147,0.064602,23385600
1981-12-02,0.083705,0.084263,0.083705,0.083705,0.065036,37564800
1981-12-03,0.083147,0.083147,0.082589,0.082589,0.064169,20428800
1981-12-04,0.084821,0.085379,0.084821,0.084821,0.065903,137155200
1981-12-07,0.085379,0.085938,0.085379,0.085379,0.066336,59292800
1981-12-08,0.084821,0.084821,0.083705,0.083705,0.065036,50624000
1981-12-09,0.084263,0.084821,0.084263,0.084263,0.065469,34272000
1981-12-10,0.084263,0.084821,0.084263,0.084263,0.065469,37408000
1981-12-11,0.084263,0.084821,0.083705,0.083705,0.065036,76092800
1981-12-14,0.082031,0.082031,0.080915,0.080915,0.062868,25244800
1981-12-15,0.083147,0.083705,0.083147,0.083147,0.064602,31315200
1981-12-16,0.087054,0.087612,0.087054,0.087054,0.067638,65452800
1981-12-17,0.094308,0.094866,0.094308,0.094308,0.073274,51452800
1981-12-18,0.102121,0.102679,0.102121,0.102121,0.079344,71724800
1981-12-21,0.098214,0.098214,0.097656,0.097656,0.075875,56403200
1981-12-22,0.099330,0.099888,0.099330,0.099330,0.077176,53827200
1981-12-23,0.097656,0.097656,0.097098,0.097098,0.075441,28896000
1981-12-24,0.097656,0.098214,0.097656,0.097656,0.075875,28918400
1981-12-28,0.094308,0.094308,0.093192,0.093192,0.072407,36579200
1981-12-29,0.094866,0.095982,0.094866,0.094866,0.073707,24236800
1981-12-30,0.098772,0.099330,0.098772,0.098772,0.076742,32188800
1981-12-31,0.098772,0.099330,0.098772,0.098772,0.076742,54656000
1982-01-04,0.098772,0.098772,0.098214,0.098214,0.076309,71254400
1982-01-05,0.094308,0.094308,0.093192,0.093192,0.072407,35840000
1982-01-06,0.092634,0.092634,0.092076,0.092076,0.071540,66080000
1982-01-07,0.085938,0.085938,0.084821,0.084821,0.065903,70044800
1982-01-08,0.088728,0.089286,0.088728,0.088728,0.068938,56604800
1982-01-11,0.083705,0.083705,0.083147,0.083147,0.064602,33331200
1982-01-12,0.080915,0.080915,0.080357,0.080357,0.062434,59920000
1982-01-13,0.080357,0.080357,0.079799,0.079799,0.062001,41753600
1982-01-14,0.083705,0.084263,0.083705,0.083705,0.065036,25715200
1982-01-15,0.089286,0.090402,0.089286,0.089286,0.069372,46704000
1982-01-18,0.090960,0.092076,0.090960,0.090960,0.070673,28000000
1982-01-19,0.089844,0.089844,0.088728,0.088728,0.068938,55507200
1982-01-20,0.090402,0.090960,0.090402,0.090402,0.070239,25827200
1982-01-21,0.092076,0.092634,0.092076,0.092076,0.071540,33331200
1982-01-22,0.092634,0.093192,0.092634,0.092634,0.071973,24259200
1982-01-25,0.090402,0.090402,0.089844,0.089844,0.069805,44710400
1982-01-26,0.087612,0.087612,0.086496,0.086496,0.067204,21212800
1982-01-27,0.087054,0.088170,0.087054,0.087054,0.067638,31360000
1982-01-28,0.089844,0.090402,0.089844,0.089844,0.069805,39603200
1982-01-29,0.090960,0.091518,0.090960,0.090960,0.070673,53155200
1982-02-01,0.090960,0.090960,0.089844,0.089844,0.069805,38528000
1982-02-02,0.090402,0.091518,0.090402,0.090402,0.070239,54275200
1982-02-03,0.090402,0.090960,0.090402,0.090402,0.070239,31472000
1982-02-04,0.088728,0.088728,0.088170,0.088170,0.068505,22041600
1982-02-05,0.088170,0.088728,0.088170,0.088170,0.068505,40297600
1982-02-08,0.083147,0.083147,0.082589,0.082589,0.064169,31696000
1982-02-09,0.082589,0.083147,0.082589,0.082589,0.064169,57904000
1982-02-10,0.083705,0.084263,0.083705,0.083705,0.065036,38796800
1982-02-11,0.083147,0.083147,0.082589,0.082589,0.064169,24528000
1982-02-12,0.083705,0.084263,0.083705,0.083705,0.065036,19644800
1982-02-16,0.082589,0.082589,0.082031,0.082031,0.063735,34316800
1982-02-17,0.083147,0.083705,0.083147,0.083147,0.064602,25580800
1982-02-18,0.084263,0.084821,0.084263,0.084263,0.065469,28380800
1982-02-19,0.084263,0.084263,0.083705,0.083705,0.065036,13596800
1982-02-22,0.083147,0.083147,0.082589,0.082589,0.064169,26633600
1982-02-23,0.082031,0.082031,0.081473,0.081473,0.063301,34540800
1982-02-24,0.082031,0.082589,0.082031,0.082031,0.063735,37945600
1982-02-25,0.082031,0.082031,0.081473,0.081473,0.063301,30800000
1982-02-26,0.081473,0.082031,0.081473,0.081473,0.063301,17427200
1982-03-01,0.082031,0.082589,0.082031,0.082031,0.063735,35302400
1982-03-02,0.082031,0.082589,0.082031,0.082031,0.063735,34809600
1982-03-03,0.082031,0.082589,0.082031,0.082031,0.063735,23654400
1982-03-04,0.080915,0.080915,0.080357,0.080357,0.062434,38371200
1982-03-05,0.074777,0.074777,0.074219,0.074219,0.057665,45315200
1982-03-08,0.073661,0.073661,0.073103,0.073103,0.056798,35145600
1982-03-09,0.073661,0.074219,0.073661,0.073661,0.057232,52505600
1982-03-10,0.073103,0.073103,0.072545,0.072545,0.056365,86934400
1982-03-11,0.072545,0.073661,0.072545,0.072545,0.056365,22579200
1982-03-12,0.068638,0.068638,0.068080,0.068080,0.052896,46547200
1982-03-15,0.068080,0.068080,0.067522,0.067522,0.052462,51363200
1982-03-16,0.066964,0.066964,0.066406,0.066406,0.051595,47152000
1982-03-17,0.063616,0.063616,0.063058,0.063058,0.048994,50489600
1982-03-18,0.068080,0.068638,0.068080,0.068080,0.052896,56336000
1982-03-19,0.074219,0.074777,0.074219,0.074219,0.057665,65811200
1982-03-22,0.079799,0.080357,0.079799,0.079799,0.062001,69193600
1982-03-23,0.079241,0.079241,0.078683,0.078683,0.061134,55955200
1982-03-24,0.074777,0.074777,0.074219,0.074219,0.057665,51609600
1982-03-25,0.074219,0.074219,0.073661,0.073661,0.057232,84112000
1982-03-26,0.073103,0.073103,0.072545,0.072545,0.056365,50780800
1982-03-29,0.074219,0.074777,0.074219,0.074219,0.057665,67603200
1982-03-30,0.075335,0.075893,0.075335,0.075335,0.058532,77952000
1982-03-31,0.075335,0.075893,0.075335,0.075335,0.058532,50153600
1982-04-01,0.079241,0.079799,0.079241,0.079241,0.061567,59136000
1982-04-02,0.079241,0.079799,0.079241,0.079241,0.061567,84806400
1982-04-05,0.079241,0.079799,0.079241,0.079241,0.061567,86643200
1982-04-06,0.079241,0.079241,0.078683,0.078683,0.061134,71590400
1982-04-07,0.078125,0.078125,0.077567,0.077567,0.060267,29097600
1982-04-08,0.078125,0.078683,0.078125,0.078125,0.060700,23990400
1982-04-12,0.078125,0.078683,0.077567,0.077567,0.060267,44307200
1982-04-13,0.071987,0.071987,0.071429,0.071429,0.055498,85299200
1982-04-14,0.071987,0.072545,0.071987,0.071987,0.055931,113590400
1982-04-15,0.073103,0.073661,0.073103,0.073103,0.056798,164281600
1982-04-16,0.075335,0.075893,0.075335,0.075335,0.058532,104048000
1982-04-19,0.074777,0.074777,0.073661,0.073661,0.057232,41283200
1982-04-20,0.070871,0.070871,0.070313,0.070313,0.054631,80550400
1982-04-21,0.070313,0.070313,0.069754,0.069754,0.054196,73024000
1982-04-22,0.069196,0.069196,0.068638,0.068638,0.053329,52595200
1982-04-23,0.068638,0.069196,0.068638,0.068638,0.053329,48294400
1982-04-26,0.070313,0.070871,0.070313,0.070313,0.054631,57926400
1982-04-27,0.068638,0.068638,0.068080,0.068080,0.052896,70268800
1982-04-28,0.065848,0.065848,0.065290,0.065290,0.050728,99232000
1982-04-29,0.065290,0.065848,0.065290,0.065290,0.050728,82230400
1982-04-30,0.065848,0.066406,0.065848,0.065848,0.051161,277401600
1982-05-03,0.068080,0.068638,0.068080,0.068080,0.052896,82700800
1982-05-04,0.070313,0.070871,0.070313,0.070313,0.054631,73987200
1982-05-05,0.070313,0.070313,0.069196,0.069196,0.053763,53939200
1982-05-06,0.071429,0.071987,0.071429,0.071429,0.055498,75465600
1982-05-07,0.072545,0.073103,0.072545,0.072545,0.056365,84716800
1982-05-10,0.071987,0.071987,0.071429,0.071429,0.055498,31606400
1982-05-11,0.069754,0.069754,0.069196,0.069196,0.053763,103017600
1982-05-12,0.068080,0.068080,0.067522,0.067522,0.052462,71008000
1982-05-13,0.068080,0.068638,0.068080,0.068080,0.052896,54454400
1982-05-14,0.066406,0.066406,0.065290,0.065290,0.050728,95737600
1982-05-17,0.064732,0.064732,0.064174,0.064174,0.049861,76204800
1982-05-18,0.063616,0.063616,0.063058,0.063058,0.048994,122035200
1982-05-19,0.063058,0.063058,0.062500,0.062500,0.048560,75286400
1982-05-20,0.063058,0.063616,0.063058,0.063058,0.048994,27619200
1982-05-21,0.063616,0.064174,0.063616,0.063616,0.049427,38841600
1982-05-24,0.064174,0.064732,0.064174,0.064174,0.049861,31987200
1982-05-25,0.064174,0.064732,0.064174,0.064174,0.049861,51564800
1982-05-26,0.064174,0.064174,0.063616,0.063616,0.049427,43276800
1982-05-27,0.063058,0.063058,0.062500,0.062500,0.048560,31248000
1982-05-28,0.062500,0.063058,0.062500,0.062500,0.048560,19196800
1982-06-01,0.061942,0.061942,0.061384,0.061384,0.047693,47600000
1982-06-02,0.062500,0.063058,0.062500,0.062500,0.048560,32905600
1982-06-03,0.061384,0.061384,0.060268,0.060268,0.046826,39760000
1982-06-04,0.059152,0.059152,0.058594,0.058594,0.045525,37676800
1982-06-07,0.058594,0.059152,0.058594,0.058594,0.045525,37161600
1982-06-08,0.058594,0.058594,0.058036,0.058036,0.045092,31404800
1982-06-09,0.057478,0.057478,0.056920,0.056920,0.044225,33846400
1982-06-10,0.057478,0.058036,0.057478,0.057478,0.044658,34406400
1982-06-11,0.059710,0.060268,0.059710,0.059710,0.046392,54633600
1982-06-14,0.059710,0.060268,0.059710,0.059710,0.046392,29993600
1982-06-15,0.059710,0.060268,0.059710,0.059710,0.046392,35212800
1982-06-16,0.059710,0.060268,0.059710,0.059710,0.046392,41731200
1982-06-17,0.059152,0.059152,0.058594,0.058594,0.045525,29164800
1982-06-18,0.058594,0.058594,0.057478,0.057478,0.044658,19868800
1982-06-21,0.057478,0.058036,0.057478,0.057478,0.044658,28537600
1982-06-22,0.059710,0.060826,0.059710,0.059710,0.046392,17561600
1982-06-23,0.061384,0.062500,0.061384,0.061384,0.047693,52752000
1982-06-24,0.061384,0.061942,0.061384,0.061384,0.047693,44150400
